location,truth_date,yearweek,value
IE,2022-04-17,2022-W15,759
IE,2022-04-17,2022-W15,0
IE,2022-04-10,2022-W14,51
IE,2022-04-10,2022-W14,349
IE,2022-04-10,2022-W14,27
IE,2022-04-10,2022-W14,606
IE,2022-04-10,2022-W14,1033
IE,2022-04-10,2022-W14,0
IE,2022-04-03,2022-W13,68
IE,2022-04-03,2022-W13,464
IE,2022-04-03,2022-W13,30
IE,2022-04-03,2022-W13,815
IE,2022-04-03,2022-W13,1377
IE,2022-04-03,2022-W13,0
IE,2022-03-27,2022-W12,69
IE,2022-03-27,2022-W12,570
IE,2022-03-27,2022-W12,41
IE,2022-03-27,2022-W12,958
IE,2022-03-27,2022-W12,1638
IE,2022-03-27,2022-W12,0
IE,2022-03-20,2022-W11,46
IE,2022-03-20,2022-W11,322
IE,2022-03-20,2022-W11,30
IE,2022-03-20,2022-W11,622
IE,2022-03-20,2022-W11,1020
IE,2022-03-20,2022-W11,0
IE,2022-03-13,2022-W10,46
IE,2022-03-13,2022-W10,340
IE,2022-03-13,2022-W10,31
IE,2022-03-13,2022-W10,555
IE,2022-03-13,2022-W10,972
IE,2022-03-13,2022-W10,0
IE,2022-03-06,2022-W09,27
IE,2022-03-06,2022-W09,286
IE,2022-03-06,2022-W09,31
IE,2022-03-06,2022-W09,415
IE,2022-03-06,2022-W09,759
IE,2022-03-06,2022-W09,0
IE,2022-02-27,2022-W08,30
IE,2022-02-27,2022-W08,220
IE,2022-02-27,2022-W08,22
IE,2022-02-27,2022-W08,317
IE,2022-02-27,2022-W08,589
IE,2022-02-27,2022-W08,0
IE,2022-02-20,2022-W07,28
IE,2022-02-20,2022-W07,275
IE,2022-02-20,2022-W07,23
IE,2022-02-20,2022-W07,310
IE,2022-02-20,2022-W07,636
IE,2022-02-20,2022-W07,0
IE,2022-02-13,2022-W06,32
IE,2022-02-13,2022-W06,282
IE,2022-02-13,2022-W06,27
IE,2022-02-13,2022-W06,266
IE,2022-02-13,2022-W06,607
IE,2022-02-13,2022-W06,0
IE,2022-02-06,2022-W05,35
IE,2022-02-06,2022-W05,323
IE,2022-02-06,2022-W05,30
IE,2022-02-06,2022-W05,252
IE,2022-02-06,2022-W05,640
IE,2022-02-06,2022-W05,0
IE,2022-01-30,2022-W04,92
IE,2022-01-30,2022-W04,679
IE,2022-01-30,2022-W04,78
IE,2022-01-30,2022-W04,578
IE,2022-01-30,2022-W04,1427
IE,2022-01-30,2022-W04,0
IE,2022-01-23,2022-W03,23
IE,2022-01-23,2022-W03,371
IE,2022-01-23,2022-W03,28
IE,2022-01-23,2022-W03,303
IE,2022-01-23,2022-W03,725
IE,2022-01-23,2022-W03,0
IE,2022-01-16,2022-W02,54
IE,2022-01-16,2022-W02,411
IE,2022-01-16,2022-W02,32
IE,2022-01-16,2022-W02,309
IE,2022-01-16,2022-W02,806
IE,2022-01-16,2022-W02,0
IE,2022-01-09,2022-W01,45
IE,2022-01-09,2022-W01,444
IE,2022-01-09,2022-W01,24
IE,2022-01-09,2022-W01,287
IE,2022-01-09,2022-W01,800
IE,2022-01-09,2022-W01,0
IE,2022-01-02,2021-W52,29
IE,2022-01-02,2021-W52,377
IE,2022-01-02,2021-W52,23
IE,2022-01-02,2021-W52,219
IE,2022-01-02,2021-W52,648
IE,2022-01-02,2021-W52,0
IE,2021-12-26,2021-W51,9
IE,2021-12-26,2021-W51,212
IE,2021-12-26,2021-W51,18
IE,2021-12-26,2021-W51,160
IE,2021-12-26,2021-W51,399
IE,2021-12-26,2021-W51,0
IE,2021-12-19,2021-W50,10
IE,2021-12-19,2021-W50,221
IE,2021-12-19,2021-W50,20
IE,2021-12-19,2021-W50,112
IE,2021-12-19,2021-W50,363
IE,2021-12-19,2021-W50,0
IE,2021-12-12,2021-W49,16
IE,2021-12-12,2021-W49,212
IE,2021-12-12,2021-W49,15
IE,2021-12-12,2021-W49,112
IE,2021-12-12,2021-W49,355
IE,2021-12-12,2021-W49,0
IE,2021-12-05,2021-W48,14
IE,2021-12-05,2021-W48,212
IE,2021-12-05,2021-W48,13
IE,2021-12-05,2021-W48,142
IE,2021-12-05,2021-W48,381
IE,2021-12-05,2021-W48,0
IE,2021-11-28,2021-W47,18
IE,2021-11-28,2021-W47,186
IE,2021-11-28,2021-W47,14
IE,2021-11-28,2021-W47,138
IE,2021-11-28,2021-W47,356
IE,2021-11-28,2021-W47,0
IE,2021-11-21,2021-W46,13
IE,2021-11-21,2021-W46,222
IE,2021-11-21,2021-W46,10
IE,2021-11-21,2021-W46,154
IE,2021-11-21,2021-W46,399
IE,2021-11-21,2021-W46,0
IE,2021-11-14,2021-W45,14
IE,2021-11-14,2021-W45,245
IE,2021-11-14,2021-W45,9
IE,2021-11-14,2021-W45,195
IE,2021-11-14,2021-W45,463
IE,2021-11-14,2021-W45,0
IE,2021-11-07,2021-W44,6
IE,2021-11-07,2021-W44,177
IE,2021-11-07,2021-W44,9
IE,2021-11-07,2021-W44,167
IE,2021-11-07,2021-W44,359
IE,2021-11-07,2021-W44,0
IE,2021-10-31,2021-W43,9
IE,2021-10-31,2021-W43,159
IE,2021-10-31,2021-W43,7
IE,2021-10-31,2021-W43,166
IE,2021-10-31,2021-W43,341
IE,2021-10-31,2021-W43,0
IE,2021-10-24,2021-W42,11
IE,2021-10-24,2021-W42,154
IE,2021-10-24,2021-W42,7
IE,2021-10-24,2021-W42,181
IE,2021-10-24,2021-W42,353
IE,2021-10-24,2021-W42,0
IE,2021-10-17,2021-W41,12
IE,2021-10-17,2021-W41,154
IE,2021-10-17,2021-W41,5
IE,2021-10-17,2021-W41,166
IE,2021-10-17,2021-W41,337
IE,2021-10-17,2021-W41,0
IE,2021-10-10,2021-W40,8
IE,2021-10-10,2021-W40,167
IE,2021-10-10,2021-W40,9
IE,2021-10-10,2021-W40,152
IE,2021-10-10,2021-W40,336
IE,2021-10-10,2021-W40,0
IE,2021-10-03,2021-W39,10
IE,2021-10-03,2021-W39,120
IE,2021-10-03,2021-W39,7
IE,2021-10-03,2021-W39,140
IE,2021-10-03,2021-W39,277
IE,2021-10-03,2021-W39,0
IE,2021-09-26,2021-W38,7
IE,2021-09-26,2021-W38,132
IE,2021-09-26,2021-W38,4
IE,2021-09-26,2021-W38,92
IE,2021-09-26,2021-W38,235
IE,2021-09-26,2021-W38,0
IE,2021-09-19,2021-W37,6
IE,2021-09-19,2021-W37,123
IE,2021-09-19,2021-W37,12
IE,2021-09-19,2021-W37,130
IE,2021-09-19,2021-W37,271
IE,2021-09-19,2021-W37,0
IE,2021-09-12,2021-W36,9
IE,2021-09-12,2021-W36,131
IE,2021-09-12,2021-W36,7
IE,2021-09-12,2021-W36,106
IE,2021-09-12,2021-W36,253
IE,2021-09-12,2021-W36,0
IE,2021-09-05,2021-W35,14
IE,2021-09-05,2021-W35,150
IE,2021-09-05,2021-W35,10
IE,2021-09-05,2021-W35,101
IE,2021-09-05,2021-W35,275
IE,2021-09-05,2021-W35,0
IE,2021-08-29,2021-W34,11
IE,2021-08-29,2021-W34,166
IE,2021-08-29,2021-W34,13
IE,2021-08-29,2021-W34,128
IE,2021-08-29,2021-W34,318
IE,2021-08-29,2021-W34,0
IE,2021-08-22,2021-W33,11
IE,2021-08-22,2021-W33,150
IE,2021-08-22,2021-W33,4
IE,2021-08-22,2021-W33,108
IE,2021-08-22,2021-W33,273
IE,2021-08-22,2021-W33,0
IE,2021-08-15,2021-W32,15
IE,2021-08-15,2021-W32,145
IE,2021-08-15,2021-W32,4
IE,2021-08-15,2021-W32,92
IE,2021-08-15,2021-W32,256
IE,2021-08-15,2021-W32,0
IE,2021-08-08,2021-W31,5
IE,2021-08-08,2021-W31,114
IE,2021-08-08,2021-W31,6
IE,2021-08-08,2021-W31,58
IE,2021-08-08,2021-W31,183
IE,2021-08-08,2021-W31,0
IE,2021-08-01,2021-W30,12
IE,2021-08-01,2021-W30,112
IE,2021-08-01,2021-W30,3
IE,2021-08-01,2021-W30,49
IE,2021-08-01,2021-W30,176
IE,2021-08-01,2021-W30,0
IE,2021-07-25,2021-W29,6
IE,2021-07-25,2021-W29,94
IE,2021-07-25,2021-W29,2
IE,2021-07-25,2021-W29,52
IE,2021-07-25,2021-W29,154
IE,2021-07-25,2021-W29,0
IE,2021-07-18,2021-W28,12
IE,2021-07-18,2021-W28,74
IE,2021-07-18,2021-W28,2
IE,2021-07-18,2021-W28,27
IE,2021-07-18,2021-W28,115
IE,2021-07-18,2021-W28,0
IE,2021-07-11,2021-W27,3
IE,2021-07-11,2021-W27,68
IE,2021-07-11,2021-W27,0
IE,2021-07-11,2021-W27,23
IE,2021-07-11,2021-W27,94
IE,2021-07-11,2021-W27,0
IE,2021-07-04,2021-W26,2
IE,2021-07-04,2021-W26,43
IE,2021-07-04,2021-W26,1
IE,2021-07-04,2021-W26,14
IE,2021-07-04,2021-W26,60
IE,2021-07-04,2021-W26,0
IE,2021-06-27,2021-W25,3
IE,2021-06-27,2021-W25,34
IE,2021-06-27,2021-W25,2
IE,2021-06-27,2021-W25,9
IE,2021-06-27,2021-W25,48
IE,2021-06-27,2021-W25,0
IE,2021-06-20,2021-W24,1
IE,2021-06-20,2021-W24,33
IE,2021-06-20,2021-W24,1
IE,2021-06-20,2021-W24,11
IE,2021-06-20,2021-W24,46
IE,2021-06-20,2021-W24,0
IE,2021-06-13,2021-W23,1
IE,2021-06-13,2021-W23,39
IE,2021-06-13,2021-W23,1
IE,2021-06-13,2021-W23,12
IE,2021-06-13,2021-W23,53
IE,2021-06-13,2021-W23,0
IE,2021-06-06,2021-W22,1
IE,2021-06-06,2021-W22,29
IE,2021-06-06,2021-W22,1
IE,2021-06-06,2021-W22,7
IE,2021-06-06,2021-W22,38
IE,2021-06-06,2021-W22,0
IE,2021-05-30,2021-W21,1
IE,2021-05-30,2021-W21,42
IE,2021-05-30,2021-W21,2
IE,2021-05-30,2021-W21,5
IE,2021-05-30,2021-W21,50
IE,2021-05-30,2021-W21,0
IE,2021-05-23,2021-W20,3
IE,2021-05-23,2021-W20,49
IE,2021-05-23,2021-W20,0
IE,2021-05-23,2021-W20,8
IE,2021-05-23,2021-W20,60
IE,2021-05-23,2021-W20,0
IE,2021-05-16,2021-W19,3
IE,2021-05-16,2021-W19,54
IE,2021-05-16,2021-W19,0
IE,2021-05-16,2021-W19,19
IE,2021-05-16,2021-W19,76
IE,2021-05-16,2021-W19,0
IE,2021-05-09,2021-W18,5
IE,2021-05-09,2021-W18,46
IE,2021-05-09,2021-W18,2
IE,2021-05-09,2021-W18,15
IE,2021-05-09,2021-W18,68
IE,2021-05-09,2021-W18,0
IE,2021-05-02,2021-W17,4
IE,2021-05-02,2021-W17,61
IE,2021-05-02,2021-W17,6
IE,2021-05-02,2021-W17,20
IE,2021-05-02,2021-W17,91
IE,2021-05-02,2021-W17,0
IE,2021-04-25,2021-W16,3
IE,2021-04-25,2021-W16,81
IE,2021-04-25,2021-W16,5
IE,2021-04-25,2021-W16,33
IE,2021-04-25,2021-W16,122
IE,2021-04-25,2021-W16,0
IE,2021-04-18,2021-W15,1
IE,2021-04-18,2021-W15,78
IE,2021-04-18,2021-W15,4
IE,2021-04-18,2021-W15,34
IE,2021-04-18,2021-W15,117
IE,2021-04-18,2021-W15,0
IE,2021-04-11,2021-W14,4
IE,2021-04-11,2021-W14,86
IE,2021-04-11,2021-W14,2
IE,2021-04-11,2021-W14,40
IE,2021-04-11,2021-W14,132
IE,2021-04-11,2021-W14,0
IE,2021-04-04,2021-W13,4
IE,2021-04-04,2021-W13,85
IE,2021-04-04,2021-W13,5
IE,2021-04-04,2021-W13,48
IE,2021-04-04,2021-W13,142
IE,2021-04-04,2021-W13,0
IE,2021-03-28,2021-W12,6
IE,2021-03-28,2021-W12,89
IE,2021-03-28,2021-W12,5
IE,2021-03-28,2021-W12,63
IE,2021-03-28,2021-W12,163
IE,2021-03-28,2021-W12,0
IE,2021-03-21,2021-W11,7
IE,2021-03-21,2021-W11,92
IE,2021-03-21,2021-W11,5
IE,2021-03-21,2021-W11,95
IE,2021-03-21,2021-W11,199
IE,2021-03-21,2021-W11,0
IE,2021-03-14,2021-W10,4
IE,2021-03-14,2021-W10,98
IE,2021-03-14,2021-W10,3
IE,2021-03-14,2021-W10,97
IE,2021-03-14,2021-W10,202
IE,2021-03-14,2021-W10,0
IE,2021-03-07,2021-W09,7
IE,2021-03-07,2021-W09,120
IE,2021-03-07,2021-W09,0
IE,2021-03-07,2021-W09,109
IE,2021-03-07,2021-W09,236
IE,2021-03-07,2021-W09,0
IE,2021-02-28,2021-W08,3
IE,2021-02-28,2021-W08,107
IE,2021-02-28,2021-W08,0
IE,2021-02-28,2021-W08,119
IE,2021-02-28,2021-W08,229
IE,2021-02-28,2021-W08,0
IE,2021-02-21,2021-W07,9
IE,2021-02-21,2021-W07,177
IE,2021-02-21,2021-W07,4
IE,2021-02-21,2021-W07,163
IE,2021-02-21,2021-W07,353
IE,2021-02-21,2021-W07,0
IE,2021-02-14,2021-W06,11
IE,2021-02-14,2021-W06,201
IE,2021-02-14,2021-W06,10
IE,2021-02-14,2021-W06,192
IE,2021-02-14,2021-W06,414
IE,2021-02-14,2021-W06,0
IE,2021-02-07,2021-W05,5
IE,2021-02-07,2021-W05,271
IE,2021-02-07,2021-W05,2
IE,2021-02-07,2021-W05,292
IE,2021-02-07,2021-W05,570
IE,2021-02-07,2021-W05,0
IE,2021-01-31,2021-W04,9
IE,2021-01-31,2021-W04,263
IE,2021-01-31,2021-W04,6
IE,2021-01-31,2021-W04,377
IE,2021-01-31,2021-W04,655
IE,2021-01-31,2021-W04,0
IE,2021-01-24,2021-W03,8
IE,2021-01-24,2021-W03,363
IE,2021-01-24,2021-W03,6
IE,2021-01-24,2021-W03,545
IE,2021-01-24,2021-W03,922
IE,2021-01-24,2021-W03,0
IE,2021-01-17,2021-W02,10
IE,2021-01-17,2021-W02,549
IE,2021-01-17,2021-W02,11
IE,2021-01-17,2021-W02,743
IE,2021-01-17,2021-W02,1313
IE,2021-01-17,2021-W02,0
IE,2021-01-10,2021-W01,17
IE,2021-01-10,2021-W01,555
IE,2021-01-10,2021-W01,7
IE,2021-01-10,2021-W01,738
IE,2021-01-10,2021-W01,1317
IE,2021-01-10,2021-W01,0
IE,2021-01-10,2020-W53,13
IE,2021-01-10,2020-W53,353
IE,2021-01-10,2020-W53,5
IE,2021-01-10,2020-W53,487
IE,2021-01-10,2020-W53,858
IE,2021-01-10,2020-W53,0
IE,2021-01-03,2020-W52,3
IE,2021-01-03,2020-W52,132
IE,2021-01-03,2020-W52,8
IE,2021-01-03,2020-W52,265
IE,2021-01-03,2020-W52,408
IE,2021-01-03,2020-W52,0
IE,2020-12-27,2020-W51,1
IE,2020-12-27,2020-W51,103
IE,2020-12-27,2020-W51,3
IE,2020-12-27,2020-W51,177
IE,2020-12-27,2020-W51,284
IE,2020-12-27,2020-W51,0
IE,2020-12-20,2020-W50,1
IE,2020-12-20,2020-W50,59
IE,2020-12-20,2020-W50,2
IE,2020-12-20,2020-W50,108
IE,2020-12-20,2020-W50,170
IE,2020-12-20,2020-W50,0
IE,2020-12-13,2020-W49,1
IE,2020-12-13,2020-W49,56
IE,2020-12-13,2020-W49,2
IE,2020-12-13,2020-W49,111
IE,2020-12-13,2020-W49,170
IE,2020-12-13,2020-W49,0
IE,2020-12-06,2020-W48,1
IE,2020-12-06,2020-W48,52
IE,2020-12-06,2020-W48,1
IE,2020-12-06,2020-W48,92
IE,2020-12-06,2020-W48,146
IE,2020-12-06,2020-W48,0
IE,2020-11-29,2020-W47,2
IE,2020-11-29,2020-W47,75
IE,2020-11-29,2020-W47,1
IE,2020-11-29,2020-W47,89
IE,2020-11-29,2020-W47,167
IE,2020-11-29,2020-W47,0
IE,2020-11-22,2020-W46,1
IE,2020-11-22,2020-W46,69
IE,2020-11-22,2020-W46,3
IE,2020-11-22,2020-W46,108
IE,2020-11-22,2020-W46,181
IE,2020-11-22,2020-W46,0
IE,2020-11-15,2020-W45,3
IE,2020-11-15,2020-W45,79
IE,2020-11-15,2020-W45,3
IE,2020-11-15,2020-W45,121
IE,2020-11-15,2020-W45,206
IE,2020-11-15,2020-W45,0
IE,2020-11-08,2020-W44,2
IE,2020-11-08,2020-W44,96
IE,2020-11-08,2020-W44,4
IE,2020-11-08,2020-W44,126
IE,2020-11-08,2020-W44,228
IE,2020-11-08,2020-W44,0
IE,2020-11-01,2020-W43,2
IE,2020-11-01,2020-W43,119
IE,2020-11-01,2020-W43,4
IE,2020-11-01,2020-W43,162
IE,2020-11-01,2020-W43,287
IE,2020-11-01,2020-W43,0
IE,2020-10-25,2020-W42,4
IE,2020-10-25,2020-W42,108
IE,2020-10-25,2020-W42,5
IE,2020-10-25,2020-W42,119
IE,2020-10-25,2020-W42,236
IE,2020-10-25,2020-W42,0
IE,2020-10-18,2020-W41,6
IE,2020-10-18,2020-W41,86
IE,2020-10-18,2020-W41,3
IE,2020-10-18,2020-W41,94
IE,2020-10-18,2020-W41,189
IE,2020-10-18,2020-W41,0
IE,2020-10-11,2020-W40,4
IE,2020-10-11,2020-W40,47
IE,2020-10-11,2020-W40,2
IE,2020-10-11,2020-W40,61
IE,2020-10-11,2020-W40,114
IE,2020-10-11,2020-W40,0
IE,2020-10-04,2020-W39,1
IE,2020-10-04,2020-W39,47
IE,2020-10-04,2020-W39,2
IE,2020-10-04,2020-W39,32
IE,2020-10-04,2020-W39,82
IE,2020-10-04,2020-W39,0
IE,2020-09-27,2020-W38,0
IE,2020-09-27,2020-W38,42
IE,2020-09-27,2020-W38,0
IE,2020-09-27,2020-W38,37
IE,2020-09-27,2020-W38,79
IE,2020-09-27,2020-W38,0
IE,2020-09-20,2020-W37,2
IE,2020-09-20,2020-W37,22
IE,2020-09-20,2020-W37,0
IE,2020-09-20,2020-W37,21
IE,2020-09-20,2020-W37,45
IE,2020-09-20,2020-W37,0
IE,2020-09-13,2020-W36,0
IE,2020-09-13,2020-W36,13
IE,2020-09-13,2020-W36,0
IE,2020-09-13,2020-W36,18
IE,2020-09-13,2020-W36,31
IE,2020-09-13,2020-W36,0
IE,2020-09-06,2020-W35,0
IE,2020-09-06,2020-W35,14
IE,2020-09-06,2020-W35,0
IE,2020-09-06,2020-W35,15
IE,2020-09-06,2020-W35,29
IE,2020-09-06,2020-W35,0
IE,2020-08-30,2020-W34,2
IE,2020-08-30,2020-W34,16
IE,2020-08-30,2020-W34,0
IE,2020-08-30,2020-W34,11
IE,2020-08-30,2020-W34,29
IE,2020-08-30,2020-W34,0
IE,2020-08-23,2020-W33,0
IE,2020-08-23,2020-W33,8
IE,2020-08-23,2020-W33,0
IE,2020-08-23,2020-W33,5
IE,2020-08-23,2020-W33,13
IE,2020-08-23,2020-W33,0
IE,2020-08-16,2020-W32,0
IE,2020-08-16,2020-W32,6
IE,2020-08-16,2020-W32,0
IE,2020-08-16,2020-W32,3
IE,2020-08-16,2020-W32,9
IE,2020-08-16,2020-W32,0
IE,2020-08-09,2020-W31,1
IE,2020-08-09,2020-W31,4
IE,2020-08-09,2020-W31,0
IE,2020-08-09,2020-W31,3
IE,2020-08-09,2020-W31,8
IE,2020-08-09,2020-W31,0
IE,2020-08-02,2020-W30,1
IE,2020-08-02,2020-W30,6
IE,2020-08-02,2020-W30,0
IE,2020-08-02,2020-W30,0
IE,2020-08-02,2020-W30,7
IE,2020-08-02,2020-W30,0
IE,2020-07-26,2020-W29,0
IE,2020-07-26,2020-W29,5
IE,2020-07-26,2020-W29,0
IE,2020-07-26,2020-W29,4
IE,2020-07-26,2020-W29,9
IE,2020-07-26,2020-W29,0
IE,2020-07-19,2020-W28,0
IE,2020-07-19,2020-W28,3
IE,2020-07-19,2020-W28,0
IE,2020-07-19,2020-W28,0
IE,2020-07-19,2020-W28,3
IE,2020-07-19,2020-W28,0
IE,2020-07-12,2020-W27,2
IE,2020-07-12,2020-W27,4
IE,2020-07-12,2020-W27,1
IE,2020-07-12,2020-W27,2
IE,2020-07-12,2020-W27,9
IE,2020-07-12,2020-W27,0
IE,2020-07-05,2020-W26,0
IE,2020-07-05,2020-W26,3
IE,2020-07-05,2020-W26,0
IE,2020-07-05,2020-W26,4
IE,2020-07-05,2020-W26,7
IE,2020-07-05,2020-W26,0
IE,2020-06-28,2020-W25,0
IE,2020-06-28,2020-W25,4
IE,2020-06-28,2020-W25,0
IE,2020-06-28,2020-W25,1
IE,2020-06-28,2020-W25,5
IE,2020-06-28,2020-W25,0
IE,2020-06-21,2020-W24,1
IE,2020-06-21,2020-W24,5
IE,2020-06-21,2020-W24,0
IE,2020-06-21,2020-W24,7
IE,2020-06-21,2020-W24,13
IE,2020-06-21,2020-W24,0
IE,2020-06-14,2020-W23,0
IE,2020-06-14,2020-W23,13
IE,2020-06-14,2020-W23,0
IE,2020-06-14,2020-W23,13
IE,2020-06-14,2020-W23,26
IE,2020-06-14,2020-W23,0
IE,2020-06-07,2020-W22,0
IE,2020-06-07,2020-W22,18
IE,2020-06-07,2020-W22,0
IE,2020-06-07,2020-W22,28
IE,2020-06-07,2020-W22,46
IE,2020-06-07,2020-W22,0
IE,2020-05-31,2020-W21,0
IE,2020-05-31,2020-W21,36
IE,2020-05-31,2020-W21,0
IE,2020-05-31,2020-W21,39
IE,2020-05-31,2020-W21,75
IE,2020-05-31,2020-W21,0
IE,2020-05-24,2020-W20,0
IE,2020-05-24,2020-W20,41
IE,2020-05-24,2020-W20,0
IE,2020-05-24,2020-W20,29
IE,2020-05-24,2020-W20,70
IE,2020-05-24,2020-W20,0
IE,2020-05-17,2020-W19,1
IE,2020-05-17,2020-W19,43
IE,2020-05-17,2020-W19,2
IE,2020-05-17,2020-W19,91
IE,2020-05-17,2020-W19,137
IE,2020-05-17,2020-W19,0
IE,2020-05-10,2020-W18,4
IE,2020-05-10,2020-W18,80
IE,2020-05-10,2020-W18,5
IE,2020-05-10,2020-W18,120
IE,2020-05-10,2020-W18,209
IE,2020-05-10,2020-W18,0
IE,2020-05-03,2020-W17,1
IE,2020-05-03,2020-W17,113
IE,2020-05-03,2020-W17,1
IE,2020-05-03,2020-W17,162
IE,2020-05-03,2020-W17,277
IE,2020-05-03,2020-W17,0
IE,2020-04-26,2020-W16,1
IE,2020-04-26,2020-W16,151
IE,2020-04-26,2020-W16,3
IE,2020-04-26,2020-W16,215
IE,2020-04-26,2020-W16,370
IE,2020-04-26,2020-W16,0
IE,2020-04-19,2020-W15,4
IE,2020-04-19,2020-W15,203
IE,2020-04-19,2020-W15,1
IE,2020-04-19,2020-W15,274
IE,2020-04-19,2020-W15,482
IE,2020-04-19,2020-W15,0
IE,2020-04-12,2020-W14,3
IE,2020-04-12,2020-W14,263
IE,2020-04-12,2020-W14,0
IE,2020-04-12,2020-W14,311
IE,2020-04-12,2020-W14,577
IE,2020-04-12,2020-W14,0
IE,2020-04-05,2020-W13,2
IE,2020-04-05,2020-W13,245
IE,2020-04-05,2020-W13,1
IE,2020-04-05,2020-W13,287
IE,2020-04-05,2020-W13,535
IE,2020-04-05,2020-W13,0
IE,2020-03-29,2020-W12,1
IE,2020-03-29,2020-W12,159
IE,2020-03-29,2020-W12,1
IE,2020-03-29,2020-W12,127
IE,2020-03-29,2020-W12,288
IE,2020-03-29,2020-W12,0
IE,2020-03-22,2020-W11,2
IE,2020-03-22,2020-W11,56
IE,2020-03-22,2020-W11,1
IE,2020-03-22,2020-W11,56
IE,2020-03-22,2020-W11,115
IE,2020-03-22,2020-W11,0
IE,2020-03-15,2020-W10,0
IE,2020-03-15,2020-W10,16
IE,2020-03-15,2020-W10,2
IE,2020-03-15,2020-W10,21
IE,2020-03-15,2020-W10,39
IE,2020-03-15,2020-W10,0
IE,2020-03-08,2020-W09,0
IE,2020-03-08,2020-W09,7
IE,2020-03-08,2020-W09,0
IE,2020-03-08,2020-W09,5
IE,2020-03-08,2020-W09,12
IE,2020-03-08,2020-W09,0
IE,2020-03-01,2020-W08,0
IE,2020-03-01,2020-W08,3
IE,2020-03-01,2020-W08,0
IE,2020-03-01,2020-W08,2
IE,2020-03-01,2020-W08,5
IE,2020-03-01,2020-W08,0
IE,2020-02-23,2020-W07,4
IE,2020-02-23,2020-W07,6
IE,2020-02-23,2020-W07,10
IE,2020-02-16,2020-W06,1
IE,2020-02-16,2020-W06,3
IE,2020-02-16,2020-W06,4
IE,2020-02-09,2020-W05,3
IE,2020-02-09,2020-W05,4
IE,2020-02-09,2020-W05,7
IE,2020-02-02,2020-W04,1
IE,2020-02-02,2020-W04,2
IE,2020-02-02,2020-W04,3
IE,2020-01-26,2020-W03,4
IE,2020-01-26,2020-W03,4
IE,2020-01-19,2020-W02,4
IE,2020-01-19,2020-W02,4
IE,2020-01-12,2020-W01,1
IE,2020-01-12,2020-W01,1
IE,2020-01-05,2019-W52,1
IE,2020-01-05,2019-W52,1
IE,2020-01-05,2019-W52,2
IE,2019-12-29,2019-W51,1
IE,2019-12-29,2019-W51,1
IE,2019-12-22,2019-W50,1
IE,2019-12-22,2019-W50,1
IE,2019-06-30,2019-W25,1
IE,2019-06-30,2019-W25,1
IE,2018-10-28,2018-W43,1
IE,2018-10-28,2018-W43,1
IE,2018-07-22,2018-W29,1
IE,2018-07-22,2018-W29,1
IE,2018-06-17,2018-W24,1
IE,2018-06-17,2018-W24,1
IE,2018-02-25,2018-W08,1
IE,2018-02-25,2018-W08,1
IT,2024-08-25,2024-W34,6
IT,2024-08-25,2024-W34,22
IT,2024-08-25,2024-W34,0
IT,2024-08-25,2024-W34,85
IT,2024-08-25,2024-W34,113
IT,2024-08-25,2024-W34,0
IT,2024-08-18,2024-W33,36
IT,2024-08-18,2024-W33,155
IT,2024-08-18,2024-W33,9
IT,2024-08-18,2024-W33,613
IT,2024-08-18,2024-W33,813
IT,2024-08-18,2024-W33,0
IT,2024-08-11,2024-W32,50
IT,2024-08-11,2024-W32,190
IT,2024-08-11,2024-W32,9
IT,2024-08-11,2024-W32,688
IT,2024-08-11,2024-W32,937
IT,2024-08-11,2024-W32,0
IT,2024-08-04,2024-W31,42
IT,2024-08-04,2024-W31,187
IT,2024-08-04,2024-W31,4
IT,2024-08-04,2024-W31,770
IT,2024-08-04,2024-W31,1003
IT,2024-08-04,2024-W31,0
IT,2024-07-28,2024-W30,50
IT,2024-07-28,2024-W30,175
IT,2024-07-28,2024-W30,11
IT,2024-07-28,2024-W30,688
IT,2024-07-28,2024-W30,924
IT,2024-07-28,2024-W30,0
IT,2024-07-21,2024-W29,45
IT,2024-07-21,2024-W29,151
IT,2024-07-21,2024-W29,9
IT,2024-07-21,2024-W29,539
IT,2024-07-21,2024-W29,744
IT,2024-07-21,2024-W29,0
IT,2024-07-14,2024-W28,22
IT,2024-07-14,2024-W28,123
IT,2024-07-14,2024-W28,3
IT,2024-07-14,2024-W28,449
IT,2024-07-14,2024-W28,597
IT,2024-07-14,2024-W28,0
IT,2024-07-07,2024-W27,14
IT,2024-07-07,2024-W27,78
IT,2024-07-07,2024-W27,0
IT,2024-07-07,2024-W27,301
IT,2024-07-07,2024-W27,393
IT,2024-07-07,2024-W27,0
IT,2024-06-30,2024-W26,13
IT,2024-06-30,2024-W26,55
IT,2024-06-30,2024-W26,2
IT,2024-06-30,2024-W26,241
IT,2024-06-30,2024-W26,311
IT,2024-06-30,2024-W26,0
IT,2024-06-23,2024-W25,12
IT,2024-06-23,2024-W25,52
IT,2024-06-23,2024-W25,1
IT,2024-06-23,2024-W25,203
IT,2024-06-23,2024-W25,269
IT,2024-06-23,2024-W25,1
IT,2024-06-16,2024-W24,7
IT,2024-06-16,2024-W24,50
IT,2024-06-16,2024-W24,3
IT,2024-06-16,2024-W24,172
IT,2024-06-16,2024-W24,232
IT,2024-06-16,2024-W24,0
IT,2024-06-09,2024-W23,8
